38000(1400000),
1420.465625,0.000422232
1420.475,0.000421434
1420.484375,0.000420745
1420.49375,0.000420571
1420.503125,0.000420139
1420.5125,0.000419642
1420.521875,0.000419437
1420.53125,0.000419169
1420.540625,0.000418151
1420.55,0.000417979
1420.559375,0.000418157
1420.56875,0.000417814
1420.578125,0.000417218
1420.5875,0.000417044
1420.596875,0.000417152
1420.60625,0.000416884
1420.615625,0.000416535
1420.625,0.000416767
1420.634375,0.000416838
1420.64375,0.000416709
1420.653125,0.00041644
1420.6625,0.000417118
1420.671875,0.000416417
1420.68125,0.000416193
1420.690625,0.000415491
1420.7,0.000416259
1420.709375,0.000415895
1420.71875,0.000416396
1420.728125,0.000416529
1420.7375,0.000415511
1420.746875,0.000416057
1420.75625,0.000415433
1420.765625,0.000415487
1420.775,0.00041557
1420.784375,0.000416009
1420.79375,0.000418497
1420.803125,0.000428932
1420.8125,0.000415995
1420.821875,0.000415963
1420.83125,0.000416
1420.840625,0.000415739
1420.85,0.00041541
1420.859375,0.000415179
1420.86875,0.000415044
1420.878125,0.000414988
1420.8875,0.000415054
1420.896875,0.000415496
1420.90625,0.000414722
1420.915625,0.0004147
1420.925,0.000414807
1420.934375,0.000415312
1420.94375,0.000414767
1420.953125,0.000414677
1420.9625,0.000414419
1420.971875,0.000414348
1420.98125,0.000414423
1420.990625,0.000414639
1421,0.000414547
1421.009375,0.000414538
1421.01875,0.000414112
1421.028125,0.000414261
1421.0375,0.000414137
1421.046875,0.000414084
1421.05625,0.000414188
1421.065625,0.000414913
1421.075,0.000414133
1421.084375,0.000414458
1421.09375,0.000413865
1421.103125,0.000413924
1421.1125,0.000414178
1421.121875,0.000413631
1421.13125,0.000413476
1421.140625,0.000414006
1421.15,0.000414291
1421.159375,0.000413423
1421.16875,0.000414025
1421.178125,0.000414243
1421.1875,0.000414193
1421.196875,0.000414022
1421.20625,0.00041367
1421.215625,0.000413876
1421.225,0.000413452
1421.234375,0.000413152
1421.24375,0.000413672
1421.253125,0.000413215
1421.2625,0.00041346
1421.271875,0.000413313
1421.28125,0.0004136
1421.290625,0.000413245
1421.3,0.000413411
1421.309375,0.000413022
1421.31875,0.000413044
1421.328125,0.000412794
1421.3375,0.000413225
1421.346875,0.000413482
1421.35625,0.000413187
1421.365625,0.00041267
1421.375,0.000412889
1421.384375,0.000412694
1421.39375,0.000413057
1421.403125,0.000413297
1421.4125,0.000412896
1421.421875,0.000413105
1421.43125,0.000412616
1421.440625,0.000413181
1421.45,0.000411763
1421.459375,0.000413606
1421.46875,0.0004134
1421.478125,0.000413743
1421.4875,0.000413877
1421.496875,0.000413478
1421.50625,0.000414012
1421.515625,0.000414009
1421.525,0.000413906
1421.534375,0.000414523
1421.54375,0.000415013
1421.553125,0.000414961
1421.5625,0.000415213
1421.571875,0.000415847
1421.58125,0.0004162
1421.590625,0.000416486
